,article_link,headline,is_sarcastic
867,https://dailybonnet.com/handwritten-recipe-has-children-scratching-their-heads/,Handwritten Recipe Has Mennonite Children Scratching Their Heads,1
868,https://dailybonnet.com/alexandria-ocasio-cortez-hutterite/,Alexandria Ocasio-Cortez a Big Hit on Hutterite Colony,1
869,https://dailybonnet.com/mennonite-woman-challenges-marie-kondo-to-cleaning-competition/,Mennonite Woman Challenges Marie Kondo to Cleaning Competition,1
870,https://dailybonnet.com/new-biopic-reveals-freddie-mercurys-secret-wild-mennonite-life/,New Biopic Reveals Freddie Mercury’s ‘Secret Wild Mennonite Life’,1
871,https://dailybonnet.com/national-emergency-declared-after-farmer-sausage-supply-drops-to-dangerous-new-lows/,National Emergency Declared After Farmer Sausage Supply Drops to Dangerous New Lows,1
872,https://dailybonnet.com/local-woman-burns-hole-in-her-tongue-eating-cinnamon-hearts/,Local Woman Burns Hole In Her Tongue Eating Cinnamon Hearts,1
873,https://dailybonnet.com/manitoba-beaches-to-open-this-weekend-after-temperatures-soar-to-15/,Manitoba Beaches to Open This Weekend After Temperatures Soar to -15!,1
874,https://dailybonnet.com/friesens-henderson/,"Study Links All Friesens to One Guy A Long Time Ago in Henderson, Nebraska",1
875,https://dailybonnet.com/i-didnt-inhale-mennonite-politician-confesses-to-consuming-borscht/,“But I Didn’t Inhale”: Mennonite Politician Confesses to Consuming Borscht,1
876,https://dailybonnet.com/winnipeg-woman-enters-rehab-with-honey-dill-sauce-addiction/,Winnipeg Woman Enters Rehab With Honey Dill Sauce Addiction,1
877,https://dailybonnet.com/mennonite-seminary-student-cant-figure-out-all-this-german/,Mennonite Seminary Student Can’t Figure Out All This German,1
878,https://dailybonnet.com/mennonite-man-drills-ice-fishing-hole-in-kitchen-floor/,Mennonite Man Drills Ice-Fishing Hole in Kitchen Floor,1
879,https://dailybonnet.com/breaking-news-abbotsford-womans-daisies-are-already-blooming/,Breaking News! Abbotsford Woman’s Daisies Are Already Blooming,1
880,https://dailybonnet.com/disproves-global-warming-weather/,Brilliant Man Disproves Global Warming By Pointing Out the Weather,1
881,https://dailybonnet.com/friesen-cousins-were-on-the-kiss-cam-last-night/,Friesen Cousins Were On the Kiss Cam Last Night,1
882,https://dailybonnet.com/mennonite-choir-to-perform-at-next-years-super-bowl/,Mennonite Choir to Perform at Next Year’s Super Bowl,1
883,https://dailybonnet.com/expiration-dates-are-just-recommendations-claims-mennonite-woman/,"“Expiration Dates Are Just Recommendations,” Claims Mennonite Woman",1
884,https://dailybonnet.com/mennonite-hunter-shoots-eats-groundhog-no-spring-year/,"Mennonite Hunter Shoots and Eats Groundhog, No Spring This Year",1
885,https://dailybonnet.com/mennonite-woman-spends-ten-hours-trying-to-figure-out-who-unfriended-her/,Mennonite Woman Spends Ten Hours Trying to Figure Out Who Unfriended Her,1
886,https://dailybonnet.com/mennonites-flock-to-landfill-to-get-their-hands-on-some-free-mattresses/,Mennonites Flock to Landfill to Get their Hands on Some Free Mattresses,1
887,https://dailybonnet.com/phd-in-basket-weaving/,Mennonite Man Awarded Ph.D. in Basket Weaving,1
888,https://dailybonnet.com/andrew-scheer-sends-everyone-in-canada-some-stupid-cat-meme/,Andrew Scheer Sends Everyone in Canada Some Stupid Cat Meme,1
889,https://dailybonnet.com/winnipeg-man-gets-20-years-in-prison-for-stealing-aw-mug/,Winnipeg Man Gets 20 Years in Prison for Stealing A&W Mug,1
890,https://dailybonnet.com/polls-show-reverend-johans-schmaunt-fat-party-with-commanding-lead-over-trudeaus-liberals/,Poll Shows Reverend Johan’s Schmaunt Fat Party with Commanding Lead Over Trudeau’s Liberals,1
891,https://dailybonnet.com/nbc-gives-new-friends-reboot-a-mennonite-twist/,NBC Gives New ‘Friends’ Reboot a Mennonite Twist,1
892,https://dailybonnet.com/mennonite-man-translates-low-german-joke-for-englishers-no-one-laughs/,"Mennonite Man Translates Low German Joke for Englishers, No One Laughs",1
893,https://dailybonnet.com/mueller-report-collusion-russian-mennonites/,Mueller Report Finds No Collusion with the Russian Mennonites,1
894,https://dailybonnet.com/oma-wiebe-really-excited-about-altonas-new-pot-shop/,Oma Wiebe Really Excited About Altona’s New Pot Shop,1
895,https://dailybonnet.com/mennonite-man-leaves-faspa-early-to-avoid-cleaning-up-the-chairs/,Mennonite Man Leaves Faspa Early to Avoid Cleaning Up the Chairs,1
896,https://dailybonnet.com/death-play-crokinole-game-for-mennonite-mans-life/,Death Plays Crokinole Game for Mennonite Man’s Life,1
897,https://dailybonnet.com/mennonite-man-attempts-to-outdo-florida-man/,Mennonite Man Attempts to Outdo Florida Man,1
898,https://dailybonnet.com/stash-of-roll-kuchen-discovered-beneath-trudeaus-desk/,Stash of Roll Kuchen Discovered Beneath Trudeau’s Desk,1
899,https://dailybonnet.com/granola-shortage-creates-panic-in-wolseley/,Granola Shortage Creates Panic in Wolseley,1
900,https://dailybonnet.com/mennonite-woman-gets-way-behind-on-her-devotions/,Mennonite Woman Falls Way Behind on Her Devotions,1
901,https://dailybonnet.com/how-to-sneak-snacks-into-the-movie-theatre-a-guide-for-cheap-mennonites/,How to Sneak Snacks into the Movie Theatre: A Guide for Cheap Mennonites,1
902,https://dailybonnet.com/mennonite-man-creates-50-shades-of-grey-inspired-pleasure-room/,Mennonite Man Creates ’50 Shades of Grey’-Inspired Pleasure Room,1
903,https://dailybonnet.com/mennonites-dump-gallons-of-yerba-tea-into-chicago-river/,Mennonites Dump Gallons of Yerba Tea into Chicago River,1
904,https://dailybonnet.com/the-ultimate-pembina-valley-mennonite-quiz/,The Ultimate Pembina Valley Mennonite Quiz!,1
905,https://dailybonnet.com/wealthy-mennonites-bribe-their-way-into-all-the-best-sunday-schools/,Wealthy Mennonites Bribe Their Way Into All the Best Sunday Schools,1
906,https://dailybonnet.com/trump-signs-mennonite-hymnal/,Donald Trump Signs Mennonite Hymnal,1
907,https://dailybonnet.com/facebook-crashes-millions-of-people-actually-get-shit-done/,Facebook Crashes; Millions of People Actually Get Shit Done,1
908,https://dailybonnet.com/ten-extremely-menno-texts-my-wife-has-sent-me-this-is-real/,Ten Extremely Menno Texts My Wife Has Sent Me (This is real!),1
909,https://dailybonnet.com/mennonite-man-buys-a-round-of-tap-water-for-the-whole-bar/,Mennonite Man Buys a Round of Tap Water for the Whole Bar,1
910,https://dailybonnet.com/rogers-crew-getting-really-fat-from-all-this-mennonite-food/,Rogers Crew Getting Really Fat From All This Mennonite Food,1
911,https://dailybonnet.com/manitobas-most-progressive-mennonite-man-moves-his-clock-forward-an-hour/,Manitoba’s Most Progressive Mennonite Man Moves His Clock Forward an Hour,1
912,https://dailybonnet.com/winnipeg-man-becomes-millionaire-after-pst-drops-to-7-percent/,Winnipeg Man Becomes Instant Millionaire After Sales Tax Drops By One Percent,1
913,https://dailybonnet.com/mennonite-lent/,Mennonite Man Can’t Figure Out What to Give Up for Lent Since Everything Fun is Already Forbidden,1
914,https://dailybonnet.com/controversial-mennonite-woman-cooks-up-a-batch-of-summa-borscht-in-winter/,Controversial Mennonite Woman Cooks Up Batch of Somma Borscht in Winter,1
915,https://dailybonnet.com/one-million-manitobans-trapped-in-their-driveways-due-to-obstructed-views/,One Million Manitobans Trapped in their Driveways Due to Obstructed Views,1
916,https://dailybonnet.com/trudeau-shopping-for-new-cabinet-at-ikea/,Trudeau Shopping for New Cabinet at IKEA,1
917,https://dailybonnet.com/sunday-school-kids-to-open-for-barack-obama/,Mennonite Sunday School Kids to Open for Barack Obama,1
918,https://dailybonnet.com/mennos-use-landline-phone/,98% of Mennos Still Using a Landline,1
919,https://dailybonnet.com/mount-kenaston-ski-hill-closes-for-the-season/,‘Mount Kenaston’ Ski Hill Closes for the Season,1
920,https://dailybonnet.com/steinbach-offers-gorgeous-new-pool-facilities-to-rural-residents/,Steinbach Offers ‘Gorgeous New Pool Facilities’ to Rural Residents,1
921,https://dailybonnet.com/new-bothwell-resident-arrested-for-putting-processed-cheese-on-his-burger/,New Bothwell Resident Arrested for Putting Processed Cheese on His Burger,1
922,https://dailybonnet.com/mennonite-college-student-faints-with-excitement-at-hauerwas-lecture/,Mennonite College Student Faints with Excitement at Hauerwas Lecture,1
923,https://dailybonnet.com/dating-mennonite-couple-solidify-relationship-by-sharing-co-op-number/,Dating Mennonite Couple Solidify Relationship By Sharing Co-op Number,1
924,https://dailybonnet.com/mennonite-man-is-expanding-faster-and-is-a-billion-years-younger-than-previously-thought/,Mennonite Man is Expanding Faster and is a Billion Years Younger than Previously Thought,1
925,https://dailybonnet.com/marie-kondo-inspires-huge-surge-of-donations-to-local-thrift-store/,Marie Kondo Inspires Huge Surge of Donations to Local Thrift Store,1
926,https://dailybonnet.com/local-dog-makes-huge-mess-just-to-irritate-owner/,Local Dog Makes Huge Mess Just to Irritate Owner,1
927,https://dailybonnet.com/google-honours-mennonites-with-farmer-sausage-logo/,Google Honours Mennonites with Farmer Sausage Logo,1
928,https://dailybonnet.com/snow-finally-melts-freeing-up-precious-spots-in-church-parking-lot/,Snow Finally Melts Freeing Up Precious Spots in Church Parking Lot,1
929,https://dailybonnet.com/winnipeg-man-blames-the-refs-for-every-single-problem-in-his-life/,Winnipeg Man Blames the Refs for Every Single Problem in His Life,1
930,https://dailybonnet.com/what-would-jansen-do-bracelet/,Mennonite Church Sells New ‘What Would Jansen Do’ Bracelets,1
931,https://dailybonnet.com/mennonite-man-finally-returns-his-empties/,Mennonite Man Finally Returns His Empties,1
932,https://dailybonnet.com/facebook-debate-eternal-security-results-condemnation-millions/,Facebook Debate About ‘Eternal Security’ Results in the Condemnation of Millions,1
933,https://dailybonnet.com/mennonite-woman-writes-cheque-for-63-cents/,Mennonite Woman Writes Cheque for 63 Cents,1
934,https://dailybonnet.com/mennonite-couple-come-late-to-church-and-have-to-settle-for-front-row/,Mennonite Couple Come Late to Church and Have to Settle for Front Row,1
935,https://dailybonnet.com/mennonite-couple-meddachschlop-second-intermission/,Mennonite Couple Sneak In Quick Meddachschlop During Second Intermission,1
936,https://dailybonnet.com/knipsbrat-and-chill-mennonite-woman-receives-late-night-text/,‘Knipsbrat and Chill???’: Mennonite Woman Receives Late Night Text,1
937,https://dailybonnet.com/mennonite-dating-site-guarantees-a-menno-match/,Mennonite Dating Site Guarantees a Menno Match!,1
938,https://dailybonnet.com/mennonite-woman-could-recognize-mrs-duecks-buns-anywhere/,Mennonite Woman Could Recognize Mrs. Dueck’s Buns Anywhere,1
939,https://dailybonnet.com/happy-meals-roof-of-car/,Children Not So Happy After Dad Drives Off with Happy Meals on the Roof of His Car,1
940,https://dailybonnet.com/mennonite-woman-excommunicated-after-leaking-games-of-thrones-spoilers/,Mennonite Woman Excommunicated for Leaking ‘Game of Thrones’ Spoilers,1
941,https://dailybonnet.com/winnipeg-jets-players-required-to-sleep-with-plastic-sheets-over-their-beds/,Winnipeg Jets Players Required to Sleep with Plastic Sheets on their Beds,1
942,https://dailybonnet.com/quiz-time-is-it-a-darp-or-is-it-not-a-darp/,Quiz Time! Is it a darp or is it not a darp?,1
943,https://dailybonnet.com/winnipeg-children-super-excited-for-the-return-of-christmas/,Winnipeg Children Super Excited for the Return of Christmas,1
944,https://dailybonnet.com/jazz-festival-accidentally-books-jazz-artist/,Jazz Festival Accidentally Books Jazz Artist,1
945,https://dailybonnet.com/mennonite-man-begrudgingly-signs-up-for-sportsnet-so-he-can-watch-the-jets-game/,Mennonite Man Begrudgingly Signs Up for Sportsnet So He Can Watch the Jets Game,1
946,https://dailybonnet.com/introducing-the-all-new-mennonite-enneagram/,Introducing the All New Mennonite Enneagram!,1
947,https://dailybonnet.com/water-softener-salt-sits-at-door-for-months/,Water Softener Salt Sits at Door for Months,1
948,https://dailybonnet.com/angry-mennonite-hockey-fan-cant-figure-out-waut-de-schissjat-is-wrong-with-those-jats-yet/,Angry Mennonite Hockey Fan Can’t Figure Out “Waut de schissjat is wrong with those Jats yet!”,1
949,https://dailybonnet.com/mennonite-man-patiently-waits-six-months-for-wife-outside-changing-room/,Mennonite Man Patiently Waits Six Months for Wife Outside Changing Room,1
950,https://dailybonnet.com/mrs-reimer-still-refers-to-mrs-ens-as-a-russlander/,Mrs. Reimer Still Refers to Mrs. Ens as a “Russlander”,1
951,https://dailybonnet.com/taunte-helens-coleslaw-declared-national-historic-site/,Taunte Helen’s Coleslaw Declared ‘National Historic Site’,1
952,https://dailybonnet.com/because-its-2019-trudeau-says-as-he-ejects-women-from-caucus/,"“Because it’s 2019,” Trudeau Says as He Ejects Women from Caucus",1
953,https://dailybonnet.com/church-accountability-group-keeps-men-from-saying-stupid-stuff-on-the-internet/,Church Accountability Group Keeps Men From Saying Stupid Stuff on the Internet,1
954,https://dailybonnet.com/hymn-606-is-over-rated-says-mennonite-hipster/,"“Hymn 606 is Over-rated,” Declares Mennonite Hipster",1
955,https://dailybonnet.com/m-p-reads-daily-bonnet-headlines-in-house-of-commons/,M.P. Reads Daily Bonnet Headlines in House of Commons,1
956,https://dailybonnet.com/mennonite-woman-awarded-top-prize-in-annual-southern-manitoba-flower-festival/,Mennonite Woman Awarded Top Prize in Annual Southern Manitoba Flower Festival,1
957,https://dailybonnet.com/philippines-to-canada-we-dont-want-your-trash/,Philippines to Canada: “We Don’t Want Your Trash!”,1
958,https://dailybonnet.com/mennonite-man-sells-his-raptors-seat-to-buy-400000-combine/,"Mennonite Man Sells His Toronto Raptors Seat to Buy $400,000 Combine",1
959,https://dailybonnet.com/local-phone-book-now-offered-exclusively-large-print/,Local Phone Book Now Offered Exclusively in Large Print,1
960,https://dailybonnet.com/fox-news-to-go-all-caps/,Fox News to Go ALL CAPS,1
961,https://dailybonnet.com/mennonite-man-with-pickup-truck-constantly-asked-to-help-move/,Mennonite Man with Pickup Truck Constantly Asked to Help Move,1
962,https://dailybonnet.com/menno-simons-featured-new-xbox-game/,Menno Simons to be Featured in New XBox Game,1
963,https://dailybonnet.com/porch-swing-launches-mennonite-grandma-into-neighbours-yard/,Porch Swing Launches Mennonite Grandma into Neighbour’s Yard,1
964,https://dailybonnet.com/ill-be-there-for-sex-mennonite-mans-text-gives-the-wrong-impression/,“I’ll be there for sex”: Mennonite Man’s Text Gives the Wrong Impression,1
965,https://dailybonnet.com/dentyne-gum-insufficient-to-mask-to-smell-of-cigarettes-on-your-breath/,Dentyne Gum Fails to Mask Aroma of Cigarettes on Mennonite Woman’s Breath,1
966,https://dailybonnet.com/manitoba-man-catches-a-walleye-calls-it-a-pickerel-for-some-reason/,"Manitoba Man Catches a Walleye, Calls it a Pickerel for Some Reason",1
967,https://dailybonnet.com/local-couple-finds-themselves-completely-alone-in-church-on-may-long-weekend/,Local Couple Finds Themselves Completely Alone in Church on May Long Weekend,1
968,https://dailybonnet.com/mennonite-scrapbooker-documents-literally-every-second-of-familys-life-for-the-past-two-decades/,Mennonite Scrapbooker Documents Literally Every Second of Family’s Life For the Past Two Decades,1
969,https://dailybonnet.com/ten-ways-that-mennonites-are-greener-than-you-are/,Ten Ways that Mennonites are ‘Greener’ than You Are,1
970,https://dailybonnet.com/mennonite-womans-margarine-tarts-fail-to-impress/,Mennonite Woman’s ‘Margarine Tarts’ Fail to Impress,1
971,https://dailybonnet.com/snapchat-girl-filter-mennonites/,Someone Put the Girl Filter on Famous Mennonites….,1
972,https://dailybonnet.com/cousin-peter-friesen-gets-really-punk-rock/,Cousin Peter Friesen Gets Really Into Punk Rock,1
973,https://dailybonnet.com/king-solomon-to-undergo-wisdom-tooth-surgery/,King Solomon to Undergo Wisdom Tooth Surgery,1
974,https://dailybonnet.com/modestly-attired-mennonite-model-appears-in-sports-illustrated-swimsuit-edition/,Modestly Attired Mennonite Model Appears in ‘Sports Illustrated’ Swimsuit Edition,1
975,https://dailybonnet.com/mennonite-woman-beats-bobby-flay/,Mennonite Woman Beats Bobby Flay,1
976,https://dailybonnet.com/mennonite-child-opens-lunch-box-to-find-a-lard-sandwich-yet-again-today/,Mennonite Child Opens Lunch Box to Find a Lard Sandwich Yet Again Today,1
977,https://dailybonnet.com/mennonite-pastor-insists-sermon-isnt-actually-about-you/,Mennonite Pastor Insists Sermon Isn’t Actually About You,1
978,https://dailybonnet.com/local-woman-dies-while-on-hold-with-phone-company/,Local Woman Dies While On Hold With Phone Company,1
979,https://dailybonnet.com/church-launches-new-program-guess-whos-coming-to-dinner-and-staying-all-night/,Church Launches New Program: ‘Guess Who’s Coming to Dinner and Staying All Night?’,1
980,https://dailybonnet.com/squeaky-cheese-curds-heard-a-mile-away/,Squeaky Cheese Curds Heard a Mile Away,1
981,https://dailybonnet.com/mennonite-woman-sews-the-worlds-largest-rag-rug/,Mennonite Woman Sews World’s Largest Rag Rug,1
982,https://dailybonnet.com/mennonite-woman-hasnt-used-her-wedding-china-in-forty-years/,Mennonite Woman Hasn’t Used Her Wedding China in Over Forty Years,1
983,https://dailybonnet.com/net-worth-of-all-your-favourite-mennonite-celebrities/,Net Worth of All Your Favourite Mennonite Celebrities,1
984,https://dailybonnet.com/sound-of-knacking-zoat-used-as-mennonite-mating-call/,Sound of Knacking Zoat Used as Mennonite Mating Call,1
985,https://dailybonnet.com/sad-lonely-canadian-man-still-watching-hockey-for-some-reason/,Sad Lonely Canadian Man Still Watching Hockey for Some Reason,1
986,https://dailybonnet.com/pastor-lets-church-out-early-so-people-can-get-to-chicken-chef/,Pastor Lets Church Out Early So People Can Get to Chicken Chef,1
987,https://dailybonnet.com/mennonite-woman-calls-her-coffee-break-a-menno-pause/,Mennonite Woman Calls Her Coffee Break a ‘Menno Pause’,1
988,https://dailybonnet.com/craft-beer-snob-ruins-church-mens-fishing-weekend-by-bringing-nothing-but-really-bitter-ipas/,Craft Beer Snob Ruins Church Men’s Fishing Weekend By Bringing Nothing But Really Bitter IPAs,1
989,https://dailybonnet.com/mennonite-man-walks-around-in-thongs-all-summer/,Mennonite Man Walks Around in ‘Thongs’ All Summer,1
990,https://dailybonnet.com/mrs-reimer-to-star-in-new-remake-the-mennonite-graduate/,Mrs. Reimer to Star in New Remake: “The Bible School Graduate”,1
991,https://dailybonnet.com/congregation-shocked-as-guitarist-loses-g-string/,Congregation Shocked as Guitarist Snaps a G String,1
992,https://dailybonnet.com/winkler-humility-morden-pride/,‘Winkler Humility’ March Offers Stark Contrast to ‘Morden Pride’,1
993,https://dailybonnet.com/mennonite-woman-spends-five-hours-selecting-watermelon/,Mennonite Woman Spends Five Hours Selecting Watermelon,1
994,https://dailybonnet.com/cfl-adds-new-mennonite-player-ratio/,CFL Adds New ‘Mennonite Player Ratio’,1
995,https://dailybonnet.com/mennonites-eager-to-try-new-beyond-formavorscht-burger/,Mennonites Eager to Try New ‘Beyond Formavorscht’ Burger,1
996,https://dailybonnet.com/how-to-totally-rock-your-mothers-hand-me-down-bathing-suit-this-summer/,How to Totally Rock Your Mother’s Hand-Me-Down Bathing Suit This Summer!,1
997,https://dailybonnet.com/embarrassed-manitoba-premier-seeks-treatment-for-premature-election/,Embarrassed Manitoba Premier Seeks Treatment for Premature Election,1
998,https://dailybonnet.com/new-york-girl-longs-for-a-life-in-steinbach/,New York Girl Longs for a Life in Steinbach,1
999,https://dailybonnet.com/winkler-man-insists-on-placing-lawn-chair-in-front-yard/,Winkler Man Insists on Placing Lawn Chair in Front Yard,1
1000,https://dailybonnet.com/dad-applebees/,Generous Mennonite Family Treats Dad to an Order of Mozza Sticks,1
1001,https://dailybonnet.com/choking-mennonite-man-saved-by-the-heinrichs-maneuver/,Choking Mennonite Man Saved by the Heinrichs Maneuver,1
1002,https://dailybonnet.com/toronto-reaches-trade-deal-with-st-louis-to-swap-trophies/,Toronto Reaches Trade Deal with St. Louis to Swap Trophies,1
1003,https://dailybonnet.com/theres-no-reimer-friesen-for-mennonite-mans-actions/,There’s No Reimer Friesen for Mennonite Man’s Actions,1
1004,https://dailybonnet.com/mennonite-man-gets-suckered-into-attending-wedding-shower/,Mennonite Man Gets Suckered Into Attending Wedding Shower,1
1005,https://dailybonnet.com/mennonite-woman-mistakes-mlcc-for-mcc/,Mennonite Woman Mistakes MLCC for MCC,1
1006,https://dailybonnet.com/long-lost-hymn-606-discovered-page-118/,Long Lost Hymn 606 Discovered on Page 118,1
1007,https://dailybonnet.com/five_ways_canadian_senate_mennonite_church_board/,Seven Ways the Canadian Senate is Just Like Your Mennonite Elder Board,1
1008,https://dailybonnet.com/toronto-raptors-hire-new-trajchtmoaka/,Toronto Raptors Hire New Trajchtmoaka,1
1009,https://dailybonnet.com/humble-mennonites-really-proud-to-finally-have-their-own-week/,Humble Mennonites Really Proud to Finally Have Their Own Week,1
1010,https://dailybonnet.com/poll-what-is-your-favourite-flavour-of-knackzoat/,Poll: What is Your Favourite Flavour of Knackzoat?,1
1011,https://dailybonnet.com/pro-life-president-signs-massive-new-arms-deal-to-slaughter-innocent-people-around-the-globe/,‘Pro-Life’ President Signs Massive New Arms Deal to Slaughter Innocent People Around the Globe,1
1012,https://dailybonnet.com/mennonite-woman-scores-historic-victory-on-jeopardy/,Mennonite Woman Scores Historic Victory on ‘Jeopardy!’,1
1013,https://dailybonnet.com/mennonite-pastors-dabs-responsive-reading/,Mennonite Pastor Does ‘The Dab’ During Responsive Reading,1
1014,https://dailybonnet.com/mennonite-man-accidentally-speaks-plautdietsch-outside-the-barn/,Mennonite Man Accidentally Speaks Plautdietsch Outside the Barn,1
1015,https://dailybonnet.com/mennonite-man-sucks-down-fifty-sugar-cubes-during-funeral-reception/,Mennonite Man Sucks Down Fifty Sugar Cubes During Funeral Reception,1
1016,https://dailybonnet.com/vinegar-industry-feeling-severely-neglected-as-jason-kenney-spends-all-his-time-on-oil/,Vinegar Feeling ‘Severely Neglected’ as Jason Kenney Spends All His Time on Oil,1
1017,https://dailybonnet.com/panic-erupts-after-tuck-shop-runs-out-of-doritos-and-pepsi/,Panic Strikes Bible Camp After Tuck Shop Runs Out of Doritos and Pepsi,1
1018,https://dailybonnet.com/cognitive-biases-explained-to-mennonites/,Cognitive Biases Explained to Mennonites,1
1019,https://dailybonnet.com/mennonite-woman-finds-romance-in-the-sausage-aisle-at-zehrs/,Mennonite Woman Finds Romance in the Sausage Aisle at Zehrs,1
1020,https://dailybonnet.com/goldmine-of-discarded-gospel-records-discovered-at-local-thrift-store/,Goldmine of Discarded Gospel Records Discovered at Local Thrift Store,1
1021,https://dailybonnet.com/mennonite-couple-wastes-entire-vacation-visiting-relatives/,Mennonite Family Wastes Entire Vacation Visiting Relatives,1
1022,https://dailybonnet.com/news-flash-belize-exists/,News Flash: Belize Exists!,1
1023,https://dailybonnet.com/massey-ferguson-john-deere/,Mennonite Man Paints His Massey Ferguson Green and Yellow,1
1024,https://dailybonnet.com/birthers-demand-birth-certificate-from-daily-bonnet-founder/,‘Birthers’ Demand Baptism Certificate from Daily Bonnet Founder,1
1025,https://dailybonnet.com/local-woman-sells-essential-mennonite-oils/,Local Woman Sells ‘Essential Mennonite Oils’,1
1026,https://dailybonnet.com/abbotsford-slogan-vancouver/,City of Abbotsford to be Renamed “Basically Vancouver”,1
1027,https://dailybonnet.com/long-lost-c-s-lewis-book-discovered-the-loewen-the-witch-and-the-wardrobe/,"Long Lost C.S. Lewis Book Discovered: The Loewen, the Witch and the Wardrobe",1
1028,https://dailybonnet.com/police-mennonites-crack/,Police Vow to Put a Stop to Mennonite Crack Problem,1
1029,https://dailybonnet.com/thousands-of-confused-sports-fans-chant-refs-you-suck-at-trump-rally/,Thousands of Confused Sports Fans Chant ‘Refs You Suck’ at Trump Rally,1
1030,https://dailybonnet.com/american-beer-drinker-totally-wasted-after-just-one-beer-during-trip-to-germany/,American Tourist ‘Totally Wasted’ For the Rest of the Trip After Just One German Beer,1
1031,https://dailybonnet.com/new-faceapp-just-makes-everyone-look-like-a-mennonite/,New FaceApp Just Makes Everyone Look Like a Mennonite,1
1032,https://dailybonnet.com/long-lost-cousin-goes-up-during-freiwilliges-and-ruins-the-whole-thing/,Long Lost Cousin Goes Up During Freiwilliges and Ruins the Whole Thing,1
1033,https://dailybonnet.com/desperate-winnipeg-jets-recruiting-farm-boys-near-kleefeld/,Desperate Winnipeg Jets Recruiting Farm Boys Near Kleefeld,1
1034,https://dailybonnet.com/7-signs-your-co-worker-was-at-folk-fest-this-weekend/,7 Signs Your Co-Worker was at Folk Fest this Weekend,1
1035,https://dailybonnet.com/fred-penner-al-simmons-square-off-world-heavyweight-title/,Fred Penner and Al Simmons to Square Off in World Heavyweight Title,1
1036,https://dailybonnet.com/affluent-attention-starved-couple-lodges-complaint-pastor-not-visiting-often-actual-people-need/,Affluent Attention-Starved Couple Lodges Complaint Against Pastor for Not Visiting them as Often as Actual People in Need,1
1037,https://dailybonnet.com/manitoba-government-replaces-all-winnipeg-emergency-rooms-with-this-one-bungalow-in-transcona/,Manitoba Government Replaces All Winnipeg Emergency Rooms With This One Bungalow in Transcona,1
1038,https://dailybonnet.com/mennonite-woman-city-cafe/,Manitoba Woman Totally Baffled by ‘Honour System’ in Kitchener,1
1039,https://dailybonnet.com/mennonite-woman-accidentally-displays-sexy-lingerie-on-clothesline/,Mennonite Woman Accidentally Displays Sexy Lingerie on Clothesline,1
1040,https://dailybonnet.com/muffins-baked-with-love-still-a-little-bland/,Muffins “Baked with Love” Still a Little Bland,1
1041,https://dailybonnet.com/mennonite-game-goes-into-overtime/,Mennonite Game Goes into Overtime,1
1042,https://dailybonnet.com/mennonite-woman-takes-three-hours-to-type-one-text-message/,Mennonite Woman Takes Three Hours to Type One Text Message,1
1043,https://dailybonnet.com/lutheran-man-joins-mennonite-church-after-discovering-roll-kuchen/,Lutheran Man Joins Mennonite Church After Discovering Roll Kuchen,1
1044,https://dailybonnet.com/mennonites-driving-up-the-price-of-sod-huts-in-vancouver/,Mennonites Driving Up the Price of Sod Huts in Vancouver,1
1045,https://dailybonnet.com/can-you-solve-these-mennonite-magic-eyes/,Can You Solve These Mennonite Magic Eyes?,1
1046,https://dailybonnet.com/knipschat/,Mennonite Woman Introduces New Social Network Called ‘Knipschat’,1
1047,https://dailybonnet.com/bible-camp-shuts-down-after-no-one-memorizes-enough-verses-to-attend/,Bible Camp Shuts Down After No One Memorizes Enough Verses to Attend,1
1048,https://dailybonnet.com/crazy-unpatriotic-canadians-celebrate-4th-of-july-three-days-early/,Crazy Unpatriotic Canadian Celebrates 4th of July Three Days Early,1
1049,https://dailybonnet.com/families-ripped-apart-after-riders-fan-marries-bombers-fan/,Families Ripped Apart After Riders Fan Marries Bombers Fan,1
1050,https://dailybonnet.com/everyones-grandma-is-the-very-best-cook-in-the-entire-world/,Everyone’s Grandma is the Very Best Cook in the Entire World,1
1051,https://dailybonnet.com/mennonite-teens-excommunicated-after-not-following-back-the-youth-pastor/,Mennonite Teens Excommunicated for Not ‘Following Back’ the Youth Pastor,1
1052,https://dailybonnet.com/manitoba-couple-forgets-to-bring-the-good-farmer-sausage-on-trip-to-alberta/,Manitoba Couple Forgets to Bring “the Good Farmer Sausage” on Trip to Alberta,1
1053,https://dailybonnet.com/where-did-you-meet-your-mennonite-spouse/,Where did you meet your Mennonite spouse?,1
1054,https://dailybonnet.com/mennonite-football-player-suspended-two-games-after-testing-positive-for-papsi-and-ravel/,Mennonite Football Player Suspended Two Games after Testing Positive for Papsi and Ravel,1
1055,https://dailybonnet.com/nfl-to-adopt-new-80-yard-field-for-upcoming-season/,NFL to Adopt New “Thriftier” 80-Yard Field for Upcoming Season,1
1056,https://dailybonnet.com/world-health-organization-bans-reading-internet-comments/,World Health Organization Bans Reading Internet Comments,1
1057,https://dailybonnet.com/trump-offers-to-buy-newfoundland-from-canada/,Trump Offers to Buy Newfoundland from Canada,1
1058,https://dailybonnet.com/mennonite-woman-wins-the-lottery-after-mrs-brubachers-clothes-blow-into-her-yard/,Mennonite Woman “Wins the Lottery” After Mrs. Brubacher’s Clothes Blow into Her Yard,1
